date,Open,High,Low,Close,Volume
2020-03-19,40.0,46.0,40.0,45.25,7000.0
2020-03-20,45.01,46.01,45.0,45.0,3600.0
2020-03-23,42.0,42.0,39.98,40.0,11900.0
2020-03-24,40.0,40.0,39.0,40.0,77800.0
2020-03-25,40.0,44.8,38.0,41.01,7000.0
2020-03-26,45.0,47.5,44.25,45.0,29100.0
2020-03-27,45.0,47.5,44.99,45.235,263200.0
2020-03-30,44.25,50.0,44.25,50.0,118100.0
2020-03-31,46.5,50.0,44.78,50.0,210300.0
2020-04-01,45.99,48.5,44.0,46.7,1206100.0
2020-04-02,45.024,48.66,43.2,44.0,9264200.0
2020-04-03,43.75,49.3,41.8,47.32,22551600.0
2020-04-06,47.0,47.85,44.7,45.94,10294200.0
2020-04-07,45.15,46.99,42.93,44.28,12146500.0
2020-04-08,42.21,45.2,41.26,44.09,22265800.0
2020-04-09,44.05,50.25,44.0,49.14,17355600.0
2020-04-13,48.55,48.67,45.72,46.0,8545100.0
2020-04-14,45.91,46.3,43.97,45.89,10152100.0
2020-04-15,44.19,44.85,42.8,44.55,7935500.0
2020-04-16,44.08,46.407,43.55,45.62,8740200.0
2020-04-17,47.0,48.56,45.92,46.15,7878100.0
2020-04-20,45.0,46.98,44.9,45.39,5407500.0
2020-04-21,44.5,47.2,44.5,45.9,6939700.0
2020-04-22,47.31,49.55,46.0,47.05,6801900.0
2020-04-23,47.44,48.04,46.48,47.47,5174800.0
2020-04-24,48.02,48.5,46.31,47.85,6446900.0
2020-04-27,48.08,48.6,47.61,48.22,5541100.0
2020-04-28,49.07,50.95,48.65,49.86,5368200.0
2020-04-29,50.77,51.73,49.71,51.15,4343900.0
2020-04-30,50.97,51.6,50.5,50.91,6123800.0
2020-05-01,50.33,50.53,48.31,49.71,3089700.0
2020-05-04,48.85,49.67,47.51,49.53,5676600.0
2020-05-05,49.53,50.64,47.96,48.09,4103600.0
2020-05-06,48.61,49.0,47.89,48.31,2931800.0
2020-05-07,49.02,53.29,48.99,51.81,4803200.0
2020-05-08,52.12,54.17,52.11,52.95,4381800.0
2020-05-11,52.0,52.4,51.06,51.81,3150600.0
2020-05-12,52.19,52.29,49.69,49.72,3059800.0
2020-05-13,49.0,50.3,47.885,48.21,4567000.0
2020-05-14,47.61,48.4,47.23,48.0,4849900.0
2020-05-15,47.32,49.22,47.2,48.89,2981400.0
2020-05-18,50.12,52.34,50.12,52.13,4453700.0
2020-05-19,51.68,52.928,51.055,52.31,2050300.0
2020-05-20,52.55,54.7,52.475,53.18,4755100.0
2020-05-21,52.36,53.55,51.87,52.03,3813100.0
2020-05-22,52.46,52.72,50.92,51.71,2134300.0
2020-05-26,53.03,53.99,50.7,50.89,6247000.0
2020-05-27,51.59,52.65,50.77,52.38,5202300.0
2020-05-28,52.87,52.95,50.93,50.96,4260700.0
2020-05-29,50.44,52.87,50.18,52.65,7522700.0
2020-06-01,52.45,54.44,52.11,54.08,3073300.0
2020-06-02,54.16,54.75,53.29,54.15,2638100.0
2020-06-03,55.0,55.58,54.55,55.47,4134500.0
2020-06-04,55.3,56.66,54.69,55.4,3281300.0
2020-06-05,57.83,58.709,56.0,58.57,4615100.0
2020-06-08,58.68,61.32,58.36,61.26,5966500.0
2020-06-09,60.4,61.46,59.24,60.65,4610200.0
2020-06-10,60.61,60.96,59.02,59.03,2658300.0
2020-06-11,56.0,58.07,55.705,56.25,3293900.0
2020-06-12,57.73,58.98,55.1,56.04,4313000.0
2020-06-15,54.51,57.8,53.83,57.67,4464300.0
2020-06-16,59.5,59.8,57.375,57.85,3510300.0
2020-06-17,58.12,58.19,56.46,56.74,2441500.0
2020-06-18,56.44,57.68,56.24,57.49,2137500.0
2020-06-19,58.96,58.96,55.95,57.0,7096100.0
2020-06-22,56.88,58.18,56.64,57.06,2027000.0
2020-06-23,57.69,57.87,56.59,56.8,2386900.0
2020-06-24,56.15,56.97,55.25,55.54,3022000.0
2020-06-25,55.05,56.5,54.76,56.2,2942900.0
